Datetime,open,high,low,close,vol
2026-05-11 04:00:00+00:00,4686.39990234375,4688.7998046875,4655.10009765625,4676.39990234375,17584
2026-05-11 08:00:00+00:00,4676.2998046875,4687.5,4658.7001953125,4683.2998046875,16848
2026-05-11 12:00:00+00:00,4682.89990234375,4758.39990234375,4675.89990234375,4741.7998046875,50917
2026-05-11 16:00:00+00:00,4742.0,4746.5,4716.7998046875,4743.5,23900
2026-05-11 20:00:00+00:00,4743.7001953125,4780.2998046875,4739.5,4777.2001953125,7031
2026-05-12 00:00:00+00:00,4776.7001953125,4783.39990234375,4726.7998046875,4729.0,16044
2026-05-12 04:00:00+00:00,4729.10009765625,4739.60009765625,4692.39990234375,4707.7998046875,18192
2026-05-12 08:00:00+00:00,4707.5,4717.2001953125,4692.7998046875,4714.60009765625,14958
2026-05-12 12:00:00+00:00,4714.5,4719.7998046875,4645.2001953125,4673.10009765625,52027
2026-05-12 16:00:00+00:00,4673.5,4723.2998046875,4671.2998046875,4723.2001953125,24959
2026-05-12 20:00:00+00:00,4722.7998046875,4731.60009765625,4719.39990234375,4724.7001953125,4658
2026-05-13 00:00:00+00:00,4724.5,4734.7998046875,4696.0,4703.0,14527
2026-05-13 04:00:00+00:00,4704.5,4723.10009765625,4701.2998046875,4710.39990234375,12570
2026-05-13 08:00:00+00:00,4710.2998046875,4718.2001953125,4692.2998046875,4705.2001953125,15534
2026-05-13 12:00:00+00:00,4704.89990234375,4709.39990234375,4676.0,4703.2998046875,37080
2026-05-13 16:00:00+00:00,4703.0,4717.89990234375,4685.5,4696.10009765625,26250
2026-05-13 20:00:00+00:00,4696.0,4709.0,4693.7001953125,4703.5,1891
2026-05-14 00:00:00+00:00,4703.10009765625,4714.0,4679.2998046875,4680.7998046875,11254
2026-05-14 04:00:00+00:00,4680.7998046875,4725.7998046875,4673.2001953125,4700.10009765625,17219
2026-05-14 08:00:00+00:00,4699.5,4713.60009765625,4694.60009765625,4700.39990234375,11748
2026-05-14 12:00:00+00:00,4700.2001953125,4716.89990234375,4671.2998046875,4691.89990234375,34499
2026-05-14 16:00:00+00:00,4692.10009765625,4693.5,4658.0,4659.5,20302
2026-05-14 20:00:00+00:00,4659.60009765625,4670.10009765625,4649.2998046875,4656.7001953125,5796
2026-05-15 00:00:00+00:00,4656.39990234375,4662.7998046875,4611.0,4619.7998046875,23090
2026-05-15 04:00:00+00:00,4619.2998046875,4625.89990234375,4560.10009765625,4575.7001953125,31407
2026-05-15 08:00:00+00:00,4575.60009765625,4577.0,4535.39990234375,4555.89990234375,30852
2026-05-15 12:00:00+00:00,4556.0,4570.89990234375,4513.7998046875,4543.7998046875,49131
2026-05-15 16:00:00+00:00,4543.7998046875,4568.7001953125,4533.2001953125,4549.7998046875,19547
2026-05-15 20:00:00+00:00,4550.2001953125,4561.89990234375,4537.0,4561.89990234375,2058
2026-05-17 20:00:00+00:00,4557.39990234375,4558.60009765625,4535.10009765625,4540.89990234375,4049
2026-05-18 00:00:00+00:00,4541.0,4551.39990234375,4483.5,4546.7998046875,27276
2026-05-18 04:00:00+00:00,4545.2001953125,4564.0,4533.10009765625,4550.0,23191
2026-05-18 08:00:00+00:00,4550.0,4571.89990234375,4533.5,4554.2001953125,21417
2026-05-18 12:00:00+00:00,4554.39990234375,4588.60009765625,4536.2001953125,4547.7001953125,45164
2026-05-18 16:00:00+00:00,4548.60009765625,4569.5,4537.60009765625,4562.89990234375,26362
2026-05-18 20:00:00+00:00,4563.2998046875,4593.2001953125,4562.39990234375,4585.5,3479
2026-05-19 00:00:00+00:00,4585.39990234375,4593.10009765625,4545.2001953125,4548.89990234375,15007
2026-05-19 04:00:00+00:00,4547.7998046875,4562.7001953125,4533.89990234375,4560.7001953125,17012
2026-05-19 08:00:00+00:00,4560.7001953125,4562.5,4528.60009765625,4534.0,17116
2026-05-19 12:00:00+00:00,4533.7998046875,4550.89990234375,4467.10009765625,4511.7001953125,65598
2026-05-19 16:00:00+00:00,4512.0,4516.0,4484.7998046875,4487.0,15612
2026-05-19 20:00:00+00:00,4486.89990234375,4499.5,4480.0,4491.7998046875,3943
2026-05-20 00:00:00+00:00,4492.2001953125,4512.0,4455.0,4467.10009765625,19054
2026-05-20 04:00:00+00:00,4465.7998046875,4488.7001953125,4458.60009765625,4480.89990234375,16240
2026-05-20 08:00:00+00:00,4481.10009765625,4503.7001953125,4475.10009765625,4501.2001953125,23686
2026-05-20 12:00:00+00:00,4501.0,4558.39990234375,4469.10009765625,4532.10009765625,62776
2026-05-20 16:00:00+00:00,4532.10009765625,4553.7998046875,4527.10009765625,4548.10009765625,20192
2026-05-20 20:00:00+00:00,4548.39990234375,4553.2001953125,4535.60009765625,4548.0,3656
2026-05-21 00:00:00+00:00,4548.2998046875,4572.39990234375,4528.2998046875,4529.89990234375,14046
2026-05-21 04:00:00+00:00,4529.39990234375,4541.60009765625,4513.2001953125,4520.7998046875,14274
2026-05-21 08:00:00+00:00,4520.89990234375,4544.2001953125,4505.7001953125,4515.0,19557
2026-05-21 12:00:00+00:00,4515.2001953125,4522.2998046875,4488.2998046875,4513.0,61248
2026-05-21 16:00:00+00:00,4513.2001953125,4561.2001953125,4513.10009765625,4544.10009765625,32283
2026-05-21 20:00:00+00:00,4543.89990234375,4547.0,4532.7001953125,4536.0,3451
2026-05-22 00:00:00+00:00,4536.2001953125,4541.89990234375,4519.39990234375,4529.89990234375,8092
2026-05-22 04:00:00+00:00,4530.60009765625,4535.39990234375,4508.2001953125,4522.7001953125,11887
2026-05-22 08:00:00+00:00,4522.7001953125,4537.60009765625,4511.39990234375,4521.5,19117
2026-05-22 12:00:00+00:00,4521.10009765625,4537.39990234375,4488.0,4521.0,43653
2026-05-22 16:00:00+00:00,4521.2998046875,4529.89990234375,4505.60009765625,4510.0,20181
2026-05-22 20:00:00+00:00,4510.10009765625,4512.0,4505.39990234375,4510.5,1621
